YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,RH2M
2020,5,11,23.1,0.06,11.58,24.47,18.49,32.0,13.51,26.06
2020,5,12,24.81,-1.12,11.84,25.92,19.7,34.57,14.87,21.56
2020,5,13,26.26,6.52,16.39,27.64,16.33,36.39,20.06,31.69
2020,5,14,28.19,6.93,17.56,29.98,19.3,38.09,18.8,29.12
2020,5,15,27.74,4.89,16.32,29.21,15.49,35.81,20.32,24.75
2020,5,16,29.62,7.48,18.55,31.65,19.91,39.19,19.28,29.31
2020,5,17,31.47,8.18,19.82,33.27,14.62,38.4,23.78,25.0
2020,5,18,32.59,7.83,20.22,34.08,17.45,40.73,23.28,24.0
2020,5,19,33.73,4.76,19.24,35.37,15.05,41.26,26.2,17.81
2020,5,20,34.22,2.62,18.42,35.05,15.92,42.13,26.21,14.69
2020,5,21,34.6,2.42,18.51,35.44,14.94,42.63,27.69,13.94
2020,5,22,30.6,6.96,18.78,32.26,15.16,38.81,23.64,24.69
2020,5,23,26.93,9.35,18.14,28.98,14.39,34.23,19.84,34.75
2020,5,24,22.37,4.27,13.33,24.24,12.62,28.55,15.93,33.62
2020,5,25,21.42,1.96,11.69,23.5,14.86,28.83,13.97,31.81
2020,5,26,23.97,1.4,12.69,25.48,16.95,32.23,15.27,24.38
2020,5,27,24.87,3.15,14.01,26.61,15.72,32.37,16.65,26.19
2020,5,28,23.98,6.37,15.18,25.8,12.13,29.89,17.76,34.19
2020,5,29,23.53,4.28,13.9,25.5,12.63,30.15,17.52,30.5
2020,5,30,22.38,1.12,11.76,24.08,14.48,29.56,15.08,26.5
2020,5,31,23.56,-0.02,11.77,25.19,16.37,31.57,15.2,23.75
2020,6,1,28.67,2.59,15.63,30.17,19.3,37.76,18.45,20.19
2020,6,2,27.97,6.79,17.38,29.67,16.49,36.02,19.53,27.44
2020,6,3,28.09,6.54,17.31,29.31,13.72,34.47,20.76,26.62
2020,6,4,30.08,6.69,18.38,32.05,15.45,38.19,22.73,24.19
2020,6,5,26.12,4.72,15.42,28.01,14.09,33.24,19.15,28.12
2020,6,6,27.19,-0.54,13.32,28.6,19.62,36.47,16.84,18.44
2020,6,7,32.69,0.56,16.63,33.62,17.09,41.68,24.58,13.62
2020,6,8,29.01,6.59,17.8,30.9,15.26,37.09,21.83,27.5
2020,6,9,28.25,4.9,16.58,29.94,17.7,37.11,19.4,24.88
2020,6,10,30.16,3.73,16.94,31.48,16.8,38.4,21.59,20.19
2020,6,11,29.98,4.76,17.37,31.36,13.88,37.32,23.44,21.31
2020,6,12,30.06,2.67,16.37,31.56,16.45,38.31,21.87,19.0
2020,6,13,32.59,1.95,17.27,34.11,18.39,41.69,23.3,15.31
2020,6,14,28.59,5.11,16.85,30.29,14.0,36.13,22.13,25.38
2020,6,15,26.67,5.0,15.83,28.4,14.28,33.75,19.47,27.06
2020,6,16,28.57,4.83,16.7,30.01,17.77,37.26,19.49,24.62
2020,6,17,31.78,4.62,18.2,33.69,18.11,40.83,22.72,19.75
2020,6,18,27.63,6.08,16.85,29.33,12.66,34.01,21.35,28.25
2020,6,19,26.76,5.19,15.98,28.31,15.27,34.12,18.87,28.81
2020,6,20,26.77,4.78,15.77,28.42,16.5,34.55,18.05,26.06
2020,6,21,30.69,3.83,17.26,32.12,20.09,40.45,20.37,20.94
2020,6,22,31.4,4.94,18.17,32.94,16.66,40.11,23.44,20.12
2020,6,23,31.51,6.87,19.19,33.29,16.23,39.73,23.5,22.94
2020,6,24,30.22,5.23,17.73,31.9,14.71,37.68,22.96,22.12
2020,6,25,27.6,8.15,17.87,29.29,12.69,33.89,21.2,31.69
2020,6,26,26.9,9.81,18.36,28.9,14.28,33.9,19.62,37.06
2020,6,27,27.44,8.05,17.75,29.35,13.72,34.58,20.87,33.38
2020,6,28,27.7,6.4,17.05,29.49,15.5,35.49,19.99,28.69
2020,6,29,27.84,6.08,16.96,29.74,15.77,35.44,19.67,26.69
2020,6,30,27.94,3.15,15.55,29.66,15.87,36.09,20.23,22.31
2020,7,1,27.68,3.44,15.56,29.19,16.14,35.77,19.63,22.56
2020,7,2,28.83,5.09,16.96,30.67,16.34,36.84,20.51,24.0
2020,7,3,29.87,4.84,17.36,31.65,16.05,37.95,21.9,22.44
2020,7,4,30.15,4.8,17.48,31.98,16.61,38.14,21.53,21.31
2020,7,5,30.22,8.07,19.14,32.11,14.93,37.44,22.5,26.44
2020,7,6,30.28,4.27,17.27,32.18,15.7,37.93,22.24,20.44
2020,7,7,30.77,6.43,18.6,31.85,14.25,37.27,23.02,22.5
2020,7,8,30.87,10.24,20.55,32.87,15.08,38.16,23.08,29.38
2020,7,9,30.19,11.9,21.05,32.51,12.33,36.38,24.05,34.12
2020,7,10,29.71,11.76,20.73,31.89,13.37,36.51,23.14,34.81
2020,7,11,30.74,11.05,20.9,32.69,13.25,37.49,24.24,31.44
2020,7,12,29.57,7.17,18.37,31.26,13.87,36.68,22.81,26.12
2020,7,13,28.21,5.65,16.93,30.05,14.6,35.91,21.3,28.0
2020,7,14,28.76,5.15,16.95,31.53,16.23,36.47,20.23,23.81
2020,7,15,30.29,6.23,18.26,32.55,15.38,37.73,22.35,22.81
2020,7,16,28.48,8.69,18.58,30.6,13.26,35.16,21.9,31.25
2020,7,17,27.26,8.07,17.66,29.37,14.18,34.35,20.17,32.25
2020,7,18,28.86,8.48,18.67,31.22,14.98,36.19,21.21,29.56
2020,7,19,28.81,7.08,17.94,30.96,14.73,36.07,21.33,27.06
2020,7,20,29.62,7.94,18.78,31.66,15.52,37.08,21.56,27.19
2020,7,21,29.37,7.33,18.35,31.05,14.23,36.4,22.18,26.94
2020,7,22,28.72,8.12,18.42,30.3,13.59,35.41,21.82,30.12
2020,7,23,28.94,8.36,18.65,30.69,14.65,36.19,21.54,31.44
2020,7,24,29.76,4.8,17.29,31.74,15.7,37.37,21.67,21.81
2020,7,25,30.29,7.6,18.94,32.2,14.51,37.62,23.11,25.25
2020,7,26,29.09,5.65,17.37,30.98,14.54,36.46,21.93,24.31
2020,7,27,29.19,4.77,16.98,30.96,16.13,37.24,21.11,23.0
2020,7,28,29.51,6.52,18.02,31.32,15.32,37.07,21.75,26.06
2020,7,29,31.48,7.62,19.55,33.3,14.54,38.69,24.15,24.44
2020,7,30,32.48,8.67,20.58,34.12,14.93,39.95,25.02,24.19
2020,7,31,32.5,8.75,20.62,33.5,13.36,38.96,25.6,24.38
2020,8,1,31.53,6.68,19.1,33.12,14.39,39.18,24.79,22.75
2020,8,2,31.01,5.0,18.01,32.83,16.69,39.08,22.4,20.0
2020,8,3,31.97,7.7,19.83,33.62,16.41,40.02,23.61,23.25
2020,8,4,32.97,7.26,20.12,34.74,16.33,41.17,24.84,21.56
2020,8,5,31.73,8.73,20.23,33.73,14.58,39.22,24.64,25.12
2020,8,6,29.79,5.56,17.68,31.62,15.55,37.72,22.17,23.56
2020,8,7,31.34,5.88,18.61,32.88,17.59,39.54,21.94,21.75
2020,8,8,32.85,8.29,20.57,34.16,16.41,40.7,24.28,23.44
2020,8,9,32.76,11.68,22.22,34.37,14.54,39.94,25.4,29.5
2020,8,10,33.18,10.95,22.06,35.15,15.74,41.01,25.26,28.31
2020,8,11,32.28,9.69,20.98,34.17,13.8,39.41,25.62,25.81
2020,8,12,29.94,11.5,20.72,32.12,12.72,36.35,23.63,33.75
2020,8,13,28.35,7.75,18.05,30.59,13.6,35.32,21.73,29.06
2020,8,14,28.86,10.22,19.54,30.66,14.28,36.06,21.78,33.19
2020,8,15,28.81,9.08,18.94,30.8,13.98,36.06,22.07,33.19
2020,8,16,29.17,8.65,18.91,30.98,15.77,37.04,21.26,29.75
2020,8,17,29.55,5.94,17.74,31.34,15.83,37.59,21.76,24.0
2020,8,18,28.87,9.58,19.23,30.45,14.28,36.08,21.79,33.12
2020,8,19,28.43,8.73,18.58,30.41,14.18,35.58,21.4,32.12
2020,8,20,29.08,8.35,18.72,31.07,15.52,36.76,21.23,29.38
2020,8,21,29.58,7.84,18.71,31.3,16.09,37.38,21.3,27.75
2020,8,22,28.31,10.13,19.23,30.02,13.18,34.97,21.79,34.69
2020,8,23,28.75,11.78,20.26,30.78,13.77,35.74,21.98,38.0
2020,8,24,29.26,8.42,18.83,31.25,15.58,36.74,21.16,28.94
2020,8,25,29.55,7.15,18.35,31.46,15.5,37.02,21.52,25.69
2020,8,26,29.08,7.19,18.13,30.87,16.0,36.98,20.98,27.0
2020,8,27,28.41,7.42,17.92,30.03,14.9,35.78,20.88,28.69
2020,8,28,27.92,10.62,19.27,29.65,13.47,34.5,21.03,36.75
2020,8,29,28.65,9.77,19.21,30.44,14.25,35.99,21.74,33.5
2020,8,30,28.87,7.29,18.08,30.51,16.78,37.19,20.4,28.12
2020,8,31,28.98,7.02,18.01,30.75,15.97,36.94,20.98,26.44
2020,9,1,29.19,6.12,17.65,31.03,15.39,37.05,21.65,24.25
2020,9,2,29.22,2.23,15.73,30.51,16.71,37.69,20.98,19.56
2020,9,3,28.5,3.48,15.99,29.72,16.95,36.91,19.96,22.38
2020,9,4,29.54,9.23,19.38,30.76,16.48,38.01,21.54,30.56
2020,9,5,31.5,12.45,21.98,33.22,15.72,39.73,24.01,33.5
2020,9,6,30.81,13.39,22.1,32.51,13.45,38.02,24.58,36.56
2020,9,7,30.47,12.82,21.65,32.01,15.09,38.36,23.27,36.5
2020,9,8,29.61,10.84,20.23,31.0,15.35,37.62,22.27,34.12
2020,9,9,28.37,12.33,20.34,29.99,14.12,35.76,21.65,40.88
2020,9,10,27.8,10.12,18.95,29.51,14.8,35.51,20.7,37.19
2020,9,11,28.17,7.76,17.96,29.72,15.25,36.09,20.83,30.19
2020,9,12,28.98,8.12,18.55,30.69,15.29,36.62,21.33,28.81
2020,9,13,29.32,6.36,17.83,30.58,14.1,36.75,22.65,24.88
2020,9,14,28.52,8.26,18.39,29.85,14.55,36.02,21.48,30.19
2020,9,15,27.58,11.54,19.56,29.39,13.91,34.89,20.98,39.12
2020,9,16,27.19,9.89,18.54,28.97,15.09,35.05,19.97,36.56
2020,9,17,28.15,11.98,20.07,29.7,15.66,36.37,20.7,40.56
2020,9,18,29.87,10.98,20.42,31.37,17.09,38.73,21.63,33.81
2020,9,19,29.9,11.33,20.62,31.16,14.3,37.58,23.29,32.81
2020,9,20,28.77,11.26,20.02,29.97,12.31,35.45,23.14,35.81
2020,9,21,29.0,9.79,19.39,30.3,14.38,36.62,22.23,32.25
2020,9,22,29.02,12.52,20.77,30.55,14.2,36.44,22.24,38.12
2020,9,23,27.82,14.76,21.29,29.36,11.85,34.04,22.19,47.0
2020,9,24,25.73,10.98,18.35,27.12,11.77,32.0,20.23,43.12
2020,9,25,26.39,11.17,18.78,27.6,16.02,34.38,18.37,42.5
2020,9,26,27.47,9.4,18.44,28.97,14.5,35.15,20.65,34.25
2020,9,27,26.98,6.35,16.66,28.0,15.89,35.14,19.25,28.5
2020,9,28,29.23,4.45,16.84,29.08,19.35,38.8,19.44,23.81
2020,9,29,29.44,6.68,18.06,30.05,18.51,39.2,20.69,26.75
2020,9,30,29.34,7.66,18.5,29.94,16.17,38.07,21.9,28.75
2020,10,1,28.68,9.39,19.04,29.75,15.14,37.15,22.01,32.81
2020,10,2,27.84,11.36,19.6,29.38,14.23,35.36,21.14,37.94
2020,10,3,26.31,8.87,17.58,27.52,13.82,33.6,19.77,35.75
2020,10,4,26.58,8.2,17.4,27.51,14.68,34.64,19.96,34.19
2020,10,5,25.26,7.65,16.45,26.3,13.49,32.55,19.05,36.19
2020,10,6,24.49,4.42,14.45,25.37,14.8,32.29,17.49,30.12
2020,10,7,26.03,3.54,14.79,26.65,17.23,35.19,17.97,27.38
2020,10,8,28.12,3.86,15.99,28.55,15.68,36.99,21.31,23.0
2020,10,9,26.69,7.44,17.06,27.19,13.09,33.76,20.67,30.19
2020,10,10,26.15,10.69,18.42,27.08,13.17,33.44,20.27,41.25
2020,10,11,25.32,13.44,19.38,26.57,11.63,31.82,20.19,50.38
2020,10,12,24.53,10.64,17.58,26.0,13.52,31.72,18.2,44.19
2020,10,13,24.63,10.26,17.44,25.99,14.76,32.52,17.77,42.62
2020,10,14,24.94,6.91,15.92,25.74,14.79,33.07,18.28,34.25
2020,10,15,24.81,8.61,16.71,25.9,16.51,33.71,17.19,39.69
2020,10,16,24.32,9.44,16.88,25.26,12.94,31.69,18.76,41.56
2020,10,17,22.41,5.82,14.12,23.25,13.57,29.98,16.41,38.0
2020,10,18,22.21,6.22,14.22,23.12,14.76,30.13,15.37,37.88
2020,10,19,24.94,6.67,15.8,25.65,18.52,34.98,16.46,35.94
2020,10,20,25.26,7.65,16.46,26.3,16.83,34.36,17.53,35.0
2020,10,21,25.1,8.65,16.87,26.3,16.05,33.73,17.66,37.38
2020,10,22,24.52,9.25,16.89,25.42,13.88,32.17,18.29,39.94
2020,10,23,22.73,7.65,15.19,23.89,12.68,29.71,17.03,39.88
2020,10,24,21.04,7.06,14.05,22.19,11.88,27.37,15.5,42.44
2020,10,25,20.73,9.18,14.95,21.84,11.96,27.05,15.09,49.56
2020,10,26,21.05,11.33,16.19,22.34,12.79,27.76,14.98,55.88
2020,10,27,21.71,11.76,16.73,22.97,13.38,28.71,15.33,55.75
2020,10,28,22.19,12.33,17.26,23.51,13.55,29.26,15.72,56.19
2020,10,29,23.37,12.14,17.76,24.29,12.73,30.2,17.48,51.81
2020,10,30,22.44,10.57,16.5,23.11,12.08,28.98,16.9,48.25
2020,10,31,21.57,11.78,16.67,22.49,10.7,27.2,16.5,54.81
2020,11,1,21.37,13.27,17.32,22.53,9.02,25.95,16.94,61.44
2020,11,2,20.8,10.94,15.87,22.0,8.59,25.84,17.26,54.62
2020,11,3,19.3,8.33,13.81,20.3,11.65,25.58,13.94,51.12
2020,11,4,18.83,8.45,13.64,19.87,12.66,25.73,13.05,54.94
2020,11,5,18.8,9.65,14.23,19.69,12.13,24.9,12.76,56.38
2020,11,6,18.53,8.96,13.75,19.53,10.08,24.02,13.94,55.69
2020,11,7,18.55,7.72,13.13,19.55,10.48,24.6,14.12,50.62
2020,11,8,17.89,8.92,13.4,18.87,11.93,24.29,12.36,58.44
2020,11,9,18.24,11.02,14.63,19.34,11.64,24.48,12.83,65.75
2020,11,10,18.09,7.33,12.71,18.99,11.24,24.44,13.19,52.12
2020,11,11,16.85,5.26,11.05,17.47,12.23,23.55,11.32,48.81
2020,11,12,17.95,5.35,11.65,17.96,12.13,24.98,12.85,45.12
2020,11,13,17.49,7.0,12.25,17.83,13.48,24.62,11.14,52.38
2020,11,14,18.25,11.23,14.74,18.84,12.05,24.21,12.17,65.81
2020,11,15,17.27,9.44,13.36,17.94,10.55,23.04,12.48,63.19
2020,11,16,15.45,6.46,10.96,16.22,11.77,21.69,9.92,58.06
2020,11,17,15.81,7.71,11.76,16.36,12.54,22.69,10.15,61.19
2020,11,18,15.73,7.51,11.62,16.26,13.11,22.83,9.72,60.81
2020,11,19,15.53,7.98,11.76,16.33,12.77,22.42,9.65,63.81
2020,11,20,15.4,6.46,10.93,16.03,11.81,21.73,9.92,57.81
2020,11,21,14.08,6.28,10.19,14.83,11.72,20.61,8.89,63.75
2020,11,22,13.21,3.11,8.16,13.61,13.16,20.25,7.09,53.5
2020,11,23,14.4,7.16,10.79,14.69,13.8,22.16,8.36,65.0
2020,11,24,15.79,8.42,12.1,16.05,14.4,23.71,9.31,66.12
2020,11,25,15.95,9.7,12.83,16.27,12.4,23.02,10.62,69.5
2020,11,26,14.29,7.17,10.73,14.72,11.92,20.98,9.06,65.56
2020,11,27,13.54,4.19,8.87,14.06,12.48,20.53,8.06,56.19
2020,11,28,13.53,5.69,9.61,13.94,13.56,21.13,7.58,62.5
2020,11,29,13.52,5.74,9.63,13.72,12.77,20.03,7.26,63.38
2020,11,30,14.91,1.33,8.12,13.9,12.65,22.57,9.91,42.62
2020,12,1,13.46,3.26,8.36,13.62,13.31,20.48,7.16,52.94
2020,12,2,15.0,7.3,11.15,15.28,9.67,20.68,11.01,61.75
2020,12,3,15.65,5.58,10.62,14.72,9.64,21.41,11.78,53.19
2020,12,4,15.94,1.63,8.79,13.67,11.74,21.87,10.13,40.0
2020,12,5,14.96,-1.09,6.94,13.53,13.54,22.33,8.8,34.81
2020,12,6,15.7,-0.15,7.78,14.94,13.43,23.49,10.06,35.5
2020,12,7,18.49,-3.39,7.55,17.69,15.16,27.69,12.54,23.81
2020,12,8,16.48,3.53,10.01,16.45,10.62,23.24,12.62,43.94
2020,12,9,15.43,5.07,10.25,15.58,13.48,23.23,9.75,54.12
2020,12,10,16.22,-1.52,7.35,16.33,16.14,25.01,8.87,33.44
2020,12,11,18.44,-2.34,8.05,17.94,15.37,27.62,12.25,25.19
2020,12,12,19.05,-0.0,9.52,18.51,14.81,28.37,13.55,29.38
2020,12,13,20.19,-0.66,9.77,19.4,16.1,29.56,13.46,26.31
2020,12,14,15.96,0.76,8.36,15.94,11.12,21.45,10.33,35.88
2020,12,15,12.87,3.47,8.17,13.09,10.64,19.03,8.39,54.25
2020,12,16,13.62,6.43,10.02,14.23,11.28,19.78,8.5,63.12
2020,12,17,13.75,8.62,11.19,14.24,11.13,19.86,8.72,73.56
2020,12,18,13.82,7.87,10.85,14.08,10.88,19.45,8.57,69.88
2020,12,19,13.93,7.54,10.73,14.3,11.87,20.66,8.8,67.94
2020,12,20,12.79,5.69,9.24,13.08,13.28,20.43,7.15,66.12
2020,12,21,12.39,5.76,9.08,12.37,14.56,20.58,6.02,67.88
2020,12,22,13.05,7.61,10.33,13.11,13.1,20.01,6.9,72.75
2020,12,23,13.19,8.81,11.0,13.23,7.72,17.71,9.99,76.0
2020,12,24,13.18,6.58,9.88,13.58,10.52,18.58,8.06,66.75
2020,12,25,12.23,6.31,9.27,12.51,10.01,18.16,8.16,69.12
2020,12,26,12.15,5.58,8.87,12.27,13.43,19.79,6.36,66.56
2020,12,27,13.48,4.37,8.92,13.51,16.04,22.82,6.78,59.31
2020,12,28,13.64,3.97,8.8,13.5,13.91,22.11,8.2,55.38
2020,12,29,12.58,6.75,9.67,12.75,13.65,20.32,6.68,71.5
2020,12,30,12.46,3.4,7.93,12.08,14.5,20.83,6.33,60.5
2020,12,31,11.86,2.58,7.22,11.59,13.67,19.49,5.82,55.88
2021,1,1,11.53,6.4,8.97,11.66,13.28,18.87,5.59,73.44
2021,1,2,12.08,6.27,9.18,11.98,13.45,19.51,6.06,70.5
2021,1,3,12.49,5.65,9.07,12.05,14.38,20.62,6.25,67.62
2021,1,4,13.12,5.7,9.41,12.44,14.55,20.99,6.44,65.5
2021,1,5,14.21,6.21,10.21,13.22,13.88,22.13,8.26,62.62
2021,1,6,15.94,6.87,11.4,15.1,14.5,24.53,10.03,58.06
2021,1,7,17.44,6.07,11.76,15.83,12.89,26.01,13.12,50.12
2021,1,8,16.6,2.13,9.37,15.91,14.33,25.74,11.41,41.19
2021,1,9,14.52,2.19,8.36,14.31,14.96,23.12,8.16,45.88
2021,1,10,14.23,5.94,10.08,14.17,13.61,22.19,8.58,62.31
2021,1,11,15.19,5.11,10.15,14.73,17.13,24.84,7.71,54.0
2021,1,12,17.45,4.48,10.97,16.19,15.19,26.07,10.88,47.19
2021,1,13,17.08,2.67,9.87,16.55,12.24,24.23,12.0,39.75
2021,1,14,12.65,4.17,8.41,13.05,8.86,17.61,8.75,58.0
2021,1,15,11.83,3.62,7.73,11.79,11.9,18.1,6.19,61.69
2021,1,16,12.8,0.93,6.87,11.64,11.59,19.26,7.66,45.44
2021,1,17,12.47,-0.01,6.23,11.48,11.96,19.39,7.43,44.38
2021,1,18,10.07,1.67,5.87,10.54,12.71,17.09,4.38,58.56
2021,1,19,10.28,0.57,5.43,10.41,13.05,17.18,4.12,53.62
2021,1,20,9.79,2.42,6.11,10.03,9.99,15.75,5.76,63.38
2021,1,21,8.23,-1.05,3.59,8.55,13.02,15.37,2.35,55.88
2021,1,22,8.74,0.15,4.44,9.33,16.65,18.1,1.45,58.88
2021,1,23,9.05,-2.24,3.4,9.12,15.62,17.7,2.09,48.25
2021,1,24,9.03,1.55,5.29,8.98,15.06,17.33,2.27,62.25
2021,1,25,10.09,2.13,6.11,9.81,15.38,18.59,3.21,62.38
2021,1,26,11.98,-0.24,5.87,10.79,16.09,19.85,3.76,48.38
2021,1,27,13.23,-2.92,5.15,12.33,14.64,21.51,6.87,35.56
2021,1,28,10.16,1.33,5.75,10.65,10.8,16.33,5.55,58.25
2021,1,29,9.31,-0.45,4.43,9.47,11.05,16.22,5.16,51.69
2021,1,30,10.53,-2.68,3.93,9.94,14.36,17.98,3.63,43.88
2021,1,31,14.11,-3.42,5.34,12.08,13.88,22.06,8.18,30.19
2021,2,1,16.47,-3.25,6.61,13.25,16.48,24.7,8.22,28.06
2021,2,2,16.78,-6.07,5.35,13.99,16.09,25.71,9.63,21.44
2021,2,3,14.02,-1.56,6.23,13.73,13.05,21.38,8.33,37.25
2021,2,4,13.01,5.9,9.46,13.35,12.13,19.48,7.34,65.19
2021,2,5,13.97,5.64,9.8,14.43,10.85,20.63,9.78,61.81
2021,2,6,12.67,5.16,8.92,13.21,13.76,20.36,6.6,63.56
2021,2,7,14.27,1.51,7.89,13.81,16.36,23.03,6.67,47.25
2021,2,8,16.94,0.91,8.93,15.1,16.34,24.8,8.46,36.62
2021,2,9,18.55,-2.97,7.79,17.12,15.84,26.51,10.67,26.38
2021,2,10,16.1,-0.6,7.76,15.48,11.39,23.28,11.88,33.06
2021,2,11,15.82,-0.18,7.82,16.02,18.34,26.09,7.75,38.25
2021,2,12,14.9,-1.39,6.75,15.15,15.8,23.62,7.82,34.88
2021,2,13,13.05,-0.05,6.5,13.37,15.33,21.47,6.14,43.88
2021,2,14,13.03,-1.49,5.77,13.38,16.34,22.06,5.72,40.5
2021,2,15,12.81,-0.75,6.03,13.31,16.08,21.44,5.37,42.19
2021,2,16,10.37,-0.23,5.07,10.76,10.09,15.42,5.33,49.25
2021,2,17,7.19,-1.96,2.62,7.82,10.53,12.87,2.34,55.0
2021,2,18,8.05,-2.86,2.6,8.81,13.12,15.09,1.98,48.56
2021,2,19,9.75,1.07,5.41,10.29,14.56,17.37,2.81,57.5
2021,2,20,10.29,1.69,5.99,11.08,12.48,17.25,4.77,60.5
2021,2,21,10.21,0.33,5.27,10.93,13.72,17.39,3.68,54.0
2021,2,22,11.78,0.5,6.14,12.52,13.41,19.14,5.73,48.94
2021,2,23,10.83,2.51,6.67,11.64,13.76,17.94,4.17,58.81
2021,2,24,12.42,2.75,7.58,12.94,12.6,19.73,7.13,57.75
2021,2,25,12.21,2.4,7.3,13.07,15.51,20.38,4.88,56.25
2021,2,26,13.84,2.46,8.15,14.45,16.15,22.61,6.47,50.25
2021,2,27,13.19,1.72,7.45,13.9,14.4,20.87,6.47,49.06
2021,2,28,13.12,3.27,8.19,13.91,13.79,20.64,6.85,54.75
2021,3,1,13.23,3.03,8.12,14.14,14.67,21.13,6.47,52.75
2021,3,2,12.89,2.6,7.75,13.68,13.35,20.31,6.96,54.12
2021,3,3,12.06,2.34,7.2,12.89,12.65,18.88,6.23,55.5
2021,3,4,10.32,0.99,5.65,11.22,13.31,17.22,3.9,55.69
2021,3,5,12.27,1.19,6.73,12.97,16.03,21.0,4.97,53.31
2021,3,6,13.37,-3.91,4.73,13.8,18.02,23.33,5.31,34.19
2021,3,7,14.58,-0.48,7.05,14.99,18.7,24.6,5.9,39.62
2021,3,8,15.1,-0.23,7.44,15.7,18.16,25.2,7.04,39.94
2021,3,9,19.91,-3.65,8.13,18.26,20.35,29.8,9.45,27.38
2021,3,10,22.92,-11.14,5.89,20.04,19.2,32.84,13.65,9.81
2021,3,11,20.52,0.8,10.66,21.08,19.35,31.12,11.76,30.19
2021,3,12,15.87,2.45,9.16,16.87,10.05,21.44,11.38,43.75
2021,3,13,14.26,0.93,7.59,15.37,14.01,21.72,7.71,44.06
2021,3,14,17.15,2.06,9.61,18.48,16.23,26.01,9.79,39.44
2021,3,15,19.43,2.94,11.19,20.65,16.12,28.03,11.9,36.12
2021,3,16,18.63,5.38,12.01,19.62,14.34,26.26,11.91,43.44
2021,3,17,17.04,0.38,8.71,18.12,14.34,25.19,10.86,37.25
2021,3,18,15.86,-1.31,7.27,17.11,15.04,23.87,8.83,33.19
2021,3,19,17.34,-0.2,8.57,18.55,16.42,25.7,9.27,33.06
2021,3,20,23.92,-1.44,11.24,23.41,21.27,35.04,13.77,21.19
2021,3,21,28.33,-1.06,13.64,27.73,19.87,39.1,19.23,15.75
2021,3,22,29.9,-0.88,14.51,29.74,17.16,39.53,22.37,14.31
2021,3,23,26.12,0.31,13.22,26.59,14.4,32.98,18.59,20.0
2021,3,24,16.44,-0.37,8.04,17.71,9.59,21.14,11.55,34.25
2021,3,25,14.52,-0.04,7.24,16.2,13.38,21.33,7.94,40.25
2021,3,26,13.9,1.05,7.48,15.48,13.45,20.46,7.01,43.62
2021,3,27,12.21,-1.56,5.32,13.48,11.91,18.27,6.37,43.12
2021,3,28,13.66,1.1,7.38,14.66,14.32,21.04,6.72,46.81
2021,3,29,13.99,2.08,8.04,15.09,14.05,21.26,7.22,49.12
2021,3,30,13.87,3.37,8.62,15.1,13.6,20.8,7.2,52.75
2021,3,31,14.34,1.94,8.14,15.86,15.11,22.05,6.94,47.81
2021,4,1,14.69,1.29,7.98,16.08,15.08,22.44,7.36,44.25
2021,4,2,14.3,-1.54,6.37,15.6,15.17,22.11,6.94,36.81
2021,4,3,15.15,-1.82,6.66,16.56,16.99,23.76,6.76,33.5
2021,4,4,17.54,-2.81,7.37,18.16,18.34,26.98,8.65,28.69
2021,4,5,19.27,-8.42,5.43,19.47,18.23,29.01,10.78,17.06
2021,4,6,21.49,-11.54,4.98,20.89,18.77,32.23,13.44,10.69
2021,4,7,23.3,-9.42,6.94,22.94,17.46,33.4,15.95,11.81
2021,4,8,21.43,4.76,13.09,22.64,18.12,31.17,13.05,38.44
2021,4,9,19.1,1.61,10.35,20.44,14.78,26.83,12.06,35.94
2021,4,10,14.61,-0.0,7.3,16.2,11.31,20.81,9.5,41.62
2021,4,11,13.4,-2.84,5.28,14.87,16.32,21.81,5.48,36.25
2021,4,12,14.61,-1.39,6.61,16.04,15.63,22.68,7.04,38.31
2021,4,13,16.15,-1.22,7.47,17.59,17.75,25.08,7.33,35.44
2021,4,14,19.35,-0.63,9.36,20.46,18.83,29.08,10.26,28.5
2021,4,15,21.17,-2.58,9.3,22.11,19.33,30.98,11.65,23.19
2021,4,16,24.17,-3.85,10.16,24.67,19.98,34.63,14.65,17.81
2021,4,17,25.04,-5.24,9.9,25.47,19.55,35.23,15.68,15.06
2021,4,18,28.02,2.67,15.34,27.57,21.12,37.5,16.39,20.06
2021,4,19,29.82,7.51,18.67,29.41,16.32,36.89,20.57,26.69
2021,4,20,28.72,8.08,18.4,29.87,14.97,36.63,21.66,28.5
2021,4,21,23.48,3.94,13.71,24.92,14.46,31.26,16.8,30.38
2021,4,22,22.17,2.24,12.2,23.49,16.34,30.66,14.32,30.38
2021,4,23,22.6,-0.76,10.92,23.83,17.89,32.07,14.18,25.06
2021,4,24,23.01,-2.45,10.28,24.1,16.46,31.93,15.48,20.5
2021,4,25,27.42,-1.56,12.93,27.74,19.09,37.98,18.89,16.94
2021,4,26,21.69,3.37,12.53,23.44,12.86,28.35,15.5,31.81
2021,4,27,20.35,2.01,11.19,22.23,15.08,28.25,13.16,35.56
2021,4,28,21.76,-2.85,9.45,23.07,19.24,31.26,12.02,23.5
2021,4,29,25.37,-10.41,7.48,25.3,20.36,36.35,15.99,9.12
2021,4,30,27.73,-6.29,10.72,27.82,20.52,38.47,17.95,10.94
