YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
1998,1,10,98.49,5.5,7.62,4.26,3.37,301.06,8.16,9.48,5.62,3.86,301.56
1998,1,11,98.61,5.66,8.38,3.21,5.17,323.0,8.21,10.48,5.81,4.68,323.38
1998,1,12,98.82,5.03,7.55,3.29,4.26,333.62,7.66,9.12,5.43,3.7,333.94
1998,1,13,98.89,3.51,5.13,2.8,2.34,338.62,5.32,7.02,3.32,3.7,339.0
1998,1,14,98.81,3.84,5.3,3.11,2.2,202.69,5.84,6.8,4.65,2.16,202.81
1998,1,15,98.77,3.75,5.38,2.82,2.55,128.0,5.68,6.78,3.23,3.55,128.5
1998,1,16,98.36,2.24,3.51,1.22,2.29,90.62,3.22,6.78,1.72,5.05,91.31
1998,1,17,97.88,4.82,8.96,1.91,7.05,242.88,7.01,10.76,2.7,8.05,242.81
1998,1,18,98.14,3.7,4.78,3.09,1.7,289.0,5.73,7.73,4.3,3.42,289.38
1998,1,19,98.29,3.8,5.77,2.99,2.78,271.44,5.62,6.63,4.44,2.2,271.56
1998,1,20,98.34,3.98,6.31,1.45,4.87,275.88,5.7,8.82,2.0,6.82,276.19
1998,1,21,98.53,1.94,2.97,0.73,2.23,181.62,2.56,4.07,0.96,3.1,181.88
1998,1,22,98.31,2.15,3.61,1.25,2.36,199.81,2.75,4.01,1.69,2.32,199.88
1998,1,23,98.12,4.17,5.62,2.38,3.25,294.94,6.34,8.48,3.46,5.02,295.0
1998,1,24,98.14,4.02,5.75,2.91,2.84,305.19,5.98,7.34,4.88,2.45,305.5
1998,1,25,98.26,2.7,4.48,0.99,3.48,257.88,3.52,5.38,1.32,4.06,257.94
1998,1,26,98.28,1.99,2.72,1.09,1.63,112.5,2.66,3.55,1.09,2.46,113.06
1998,1,27,97.71,4.34,6.48,2.42,4.05,210.88,6.51,9.89,3.6,6.3,211.44
1998,1,28,97.91,5.39,7.23,3.3,3.92,292.44,7.83,8.91,6.21,2.7,292.88
1998,1,29,98.34,2.8,3.94,1.86,2.08,210.38,4.05,6.27,2.7,3.57,210.5
1998,1,30,98.16,3.45,4.67,2.16,2.51,146.75,5.29,9.37,3.27,6.1,147.44
1998,1,31,98.09,5.42,8.95,3.59,5.36,264.38,8.23,10.18,6.38,3.8,264.69
1998,2,1,98.53,2.92,4.09,2.07,2.02,32.69,4.54,8.18,2.22,5.96,33.0
1998,2,2,98.2,2.81,4.38,1.65,2.73,130.0,4.06,8.48,2.31,6.16,130.56
1998,2,3,97.97,3.95,5.17,3.25,1.92,273.94,6.22,8.61,3.48,5.13,273.94
1998,2,4,98.23,2.69,3.61,1.5,2.11,145.69,3.84,6.55,2.06,4.49,146.12
1998,2,5,97.93,2.99,4.57,1.34,3.23,148.0,4.33,9.06,1.83,7.23,148.38
1998,2,6,97.97,3.99,6.25,1.22,5.03,235.19,6.06,9.12,1.69,7.44,235.06
1998,2,7,98.12,3.87,7.92,0.3,7.62,290.25,5.59,9.26,0.39,8.87,290.38
1998,2,8,98.17,4.56,7.13,3.31,3.81,312.44,7.05,8.42,4.17,4.24,312.56
1998,2,9,98.38,3.69,5.28,2.77,2.51,336.62,5.63,6.52,3.53,2.99,336.25
1998,2,10,98.43,4.12,5.95,3.09,2.85,313.69,6.24,7.22,4.23,2.99,313.94
1998,2,11,98.76,5.67,8.11,3.2,4.91,337.38,8.18,9.23,6.09,3.13,337.75
1998,2,12,99.04,4.87,6.79,3.18,3.61,338.12,7.44,8.68,5.06,3.62,338.44
1998,2,13,98.96,3.88,5.36,2.98,2.38,303.56,5.8,7.73,4.09,3.63,303.94
1998,2,14,98.66,4.18,5.79,2.84,2.96,297.25,6.34,8.52,4.49,4.03,297.62
1998,2,15,98.54,4.54,6.15,3.31,2.84,323.88,6.9,8.75,4.41,4.34,324.25
1998,2,16,98.54,3.88,6.05,2.77,3.3,289.94,5.98,7.09,3.02,4.07,289.75
1998,2,17,98.39,3.91,5.76,2.72,3.04,298.94,5.74,6.77,3.55,3.22,298.75
1998,2,18,98.26,2.89,4.32,1.87,2.45,336.69,3.96,5.12,2.02,3.11,336.44
1998,2,19,98.14,3.31,4.48,2.16,2.32,292.88,4.78,5.77,3.02,2.74,293.0
1998,2,20,98.26,3.98,4.59,3.16,1.44,299.12,5.79,7.78,4.44,3.34,299.31
1998,2,21,98.86,5.49,7.48,4.27,3.2,193.44,7.91,8.98,6.82,2.16,163.94
1998,2,22,98.99,4.31,5.27,3.34,1.93,250.81,6.59,8.42,3.93,4.49,251.62
1998,2,23,98.78,5.12,6.62,3.68,2.94,347.44,7.61,8.6,6.24,2.36,347.81
1998,2,24,98.68,4.52,6.65,3.3,3.34,250.0,6.78,8.6,4.84,3.75,250.06
1998,2,25,98.61,3.45,5.1,2.88,2.22,128.62,5.27,8.26,3.23,5.04,129.25
1998,2,26,98.31,3.4,4.96,2.61,2.35,121.44,5.05,6.96,3.1,3.86,121.31
1998,2,27,97.96,3.7,5.34,3.02,2.33,212.88,5.73,7.6,3.25,4.35,212.38
1998,2,28,97.93,3.57,5.14,1.58,3.57,241.81,5.16,8.31,2.24,6.07,241.25
1998,3,1,98.29,3.83,5.84,1.78,4.05,270.06,5.78,8.34,2.43,5.91,270.19
1998,3,2,98.52,3.65,4.64,2.79,1.85,281.56,5.52,7.89,4.08,3.81,281.56
1998,3,3,98.65,3.66,5.05,2.66,2.39,224.81,5.27,6.95,3.03,3.92,224.69
1998,3,4,98.57,4.38,5.76,3.48,2.28,96.12,6.8,8.19,4.98,3.2,96.25
1998,3,5,98.39,5.02,6.48,4.04,2.45,213.69,7.73,9.28,5.43,3.85,214.12
1998,3,6,98.32,6.01,8.32,4.46,3.86,335.88,8.58,9.79,6.01,3.79,336.44
1998,3,7,98.29,3.88,5.3,2.77,2.54,332.5,6.06,8.64,3.67,4.97,332.5
1998,3,8,98.33,3.65,4.77,2.31,2.47,303.25,5.39,7.58,3.43,4.15,303.19
1998,3,9,98.27,1.87,2.97,0.81,2.15,150.19,2.55,4.74,0.8,3.94,165.12
1998,3,10,98.03,2.68,3.57,1.86,1.71,132.25,3.58,5.73,2.59,3.15,132.31
1998,3,11,97.63,5.05,7.04,3.73,3.32,236.94,7.74,9.85,5.34,4.51,237.12
1998,3,12,98.18,4.08,5.5,3.29,2.21,281.31,6.33,7.87,4.52,3.35,280.81
1998,3,13,98.36,3.8,5.08,2.9,2.17,56.62,5.91,7.87,4.28,3.59,86.31
1998,3,14,98.1,3.48,4.67,2.4,2.27,32.88,5.48,7.8,2.77,5.03,33.19
1998,3,15,96.93,6.86,10.4,3.4,7.01,158.81,9.88,12.59,6.53,6.05,159.19
1998,3,16,96.93,7.03,9.76,3.5,6.26,282.94,9.79,11.6,7.09,4.52,283.12
1998,3,17,97.66,7.67,10.78,3.58,7.21,279.44,10.09,12.62,7.14,5.48,279.62
1998,3,18,98.49,5.8,8.58,2.2,6.38,307.31,7.87,9.96,3.38,6.59,307.62
1998,3,19,98.52,4.29,6.5,1.82,4.67,276.88,5.98,9.76,2.66,7.09,277.06
1998,3,20,98.64,4.01,6.04,2.76,3.28,221.81,5.65,6.98,4.53,2.45,221.81
1998,3,21,98.46,2.51,3.25,1.72,1.52,177.31,3.61,5.98,1.76,4.23,177.25
1998,3,22,98.36,2.98,3.51,2.02,1.48,166.81,4.3,6.25,2.34,3.91,166.56
1998,3,23,98.34,4.54,6.93,2.28,4.65,215.12,6.89,9.9,2.42,7.48,229.81
1998,3,24,98.48,5.37,6.77,4.18,2.59,122.69,7.59,9.21,6.49,2.72,122.62
1998,3,25,97.95,3.48,6.4,0.58,5.81,101.38,5.07,8.16,0.49,7.66,102.31
1998,3,26,97.12,5.66,9.89,1.92,7.97,193.06,7.78,11.91,2.73,9.17,193.38
1998,3,27,97.6,3.96,6.84,2.13,4.71,285.19,5.72,7.96,3.59,4.38,285.19
1998,3,28,97.85,4.41,8.64,2.4,6.24,298.0,6.22,10.05,3.03,7.02,297.94
1998,3,29,98.21,4.0,5.99,2.73,3.27,294.75,5.67,6.63,4.42,2.21,294.88
1998,3,30,98.31,3.12,4.39,1.84,2.55,279.69,4.57,6.94,2.73,4.21,279.5
1998,3,31,98.25,2.98,3.55,2.2,1.36,95.0,4.7,6.97,2.23,4.73,94.19
1998,4,1,98.32,2.23,3.32,0.99,2.33,80.25,3.34,6.51,0.97,5.54,79.44
1998,4,2,98.1,5.23,7.41,2.85,4.55,235.81,7.52,10.32,4.53,5.79,236.19
1998,4,3,98.29,5.14,6.9,3.62,3.28,208.19,7.19,8.22,6.0,2.21,208.38
1998,4,4,98.35,4.05,5.45,2.49,2.95,182.38,6.12,7.73,2.94,4.8,182.19
1998,4,5,98.47,4.02,5.49,3.12,2.36,78.62,6.19,8.38,4.33,4.05,64.12
1998,4,6,98.38,3.55,4.59,2.16,2.42,64.56,5.79,9.33,2.29,7.04,65.56
1998,4,7,98.26,5.38,8.01,4.07,3.94,70.5,8.13,9.09,6.34,2.75,55.81
1998,4,8,98.13,5.21,7.46,3.7,3.77,68.31,8.1,9.7,4.45,5.26,68.5
1998,4,9,97.84,4.89,7.79,3.48,4.32,138.44,7.5,9.3,5.66,3.64,139.06
1998,4,10,97.65,3.3,4.45,1.37,3.09,158.75,5.2,9.03,1.04,7.99,158.75
1998,4,11,97.5,2.85,4.13,0.86,3.27,86.19,4.61,7.67,0.88,6.78,87.69
1998,4,12,97.49,3.38,6.99,2.05,4.94,66.06,4.65,7.94,2.73,5.2,66.38
1998,4,13,97.46,3.01,4.69,1.66,3.02,56.25,4.27,7.56,2.42,5.13,56.38
1998,4,14,97.43,2.64,4.01,1.37,2.64,98.75,3.62,6.93,1.89,5.04,98.5
1998,4,15,97.39,1.98,3.3,0.54,2.77,188.62,2.68,5.15,0.7,4.45,188.12
1998,4,16,97.28,3.8,5.76,1.78,3.98,248.38,5.27,7.8,2.53,5.27,247.94
1998,4,17,97.05,5.55,8.91,2.34,6.57,230.19,7.78,10.91,3.76,7.16,230.19
1998,4,18,97.55,4.76,6.46,3.12,3.34,284.69,6.7,8.96,5.26,3.7,284.56
1998,4,19,97.79,3.72,4.66,2.88,1.78,166.44,5.6,8.91,3.75,5.16,166.5
1998,4,20,98.03,5.34,7.16,2.92,4.23,340.12,7.48,9.3,4.73,4.59,340.0
1998,4,21,98.08,5.74,8.27,3.61,4.66,238.06,8.12,9.37,6.73,2.63,223.12
1998,4,22,97.95,4.35,6.05,3.0,3.05,211.31,6.38,7.6,5.29,2.32,211.06
1998,4,23,97.85,3.91,7.09,2.48,4.62,25.44,5.37,8.4,3.07,5.33,25.31
1998,4,24,97.77,3.16,4.64,1.18,3.46,56.88,4.98,7.95,1.77,6.16,57.56
1998,4,25,97.23,3.85,7.59,2.12,5.46,192.06,5.44,9.9,3.55,6.35,191.94
1998,4,26,97.42,6.52,9.55,4.03,5.52,293.62,8.5,11.12,6.79,4.34,293.25
1998,4,27,97.72,4.2,5.64,2.8,2.84,182.69,5.88,7.48,4.25,3.23,181.88
1998,4,28,97.77,2.84,4.67,0.56,4.12,46.25,4.5,7.55,0.41,7.15,60.5
1998,4,29,97.84,3.68,5.3,2.35,2.95,39.38,5.77,9.83,2.3,7.52,39.44
1998,4,30,97.86,4.11,5.57,2.55,3.02,66.75,6.32,9.24,3.49,5.74,66.62
1998,5,1,97.71,3.13,4.56,2.0,2.56,151.0,4.7,8.48,2.3,6.18,150.94
1998,5,2,97.59,2.45,4.0,0.08,3.92,135.12,3.62,7.23,0.03,7.2,133.5
1998,5,3,97.59,3.91,5.44,2.86,2.59,26.25,6.09,10.7,3.29,7.41,26.69
1998,5,4,97.49,3.72,5.23,2.28,2.95,35.62,5.96,9.18,2.45,6.73,35.94
1998,5,5,97.19,2.45,3.83,0.53,3.3,111.25,3.37,7.36,0.67,6.69,111.5
1998,5,6,97.29,5.01,6.99,1.74,5.26,42.62,6.88,9.59,2.48,7.1,43.44
1998,5,7,97.41,3.11,6.02,1.21,4.81,96.81,4.92,8.88,1.36,7.53,81.62
1998,5,8,97.28,4.49,8.03,2.44,5.59,126.56,6.62,9.12,4.45,4.67,126.69
1998,5,9,97.45,7.27,9.72,3.3,6.41,215.31,8.84,11.91,4.97,6.94,215.31
1998,5,10,97.72,6.31,8.48,3.07,5.41,273.06,8.06,9.68,6.21,3.47,273.0
1998,5,11,97.71,4.2,6.13,2.23,3.9,281.0,5.95,8.19,3.6,4.59,281.19
1998,5,12,97.74,4.01,6.1,2.69,3.42,307.62,5.81,7.81,3.48,4.33,307.5
1998,5,13,97.86,3.2,4.54,2.55,1.99,168.44,4.75,7.18,2.72,4.46,167.31
1998,5,14,97.8,3.2,4.38,2.55,1.84,142.12,4.64,6.7,2.86,3.84,141.19
1998,5,15,97.92,4.38,5.22,3.41,1.82,142.12,6.3,7.98,4.77,3.21,141.75
1998,5,16,97.91,2.97,3.48,2.05,1.42,35.56,4.31,6.4,2.32,4.09,35.44
1998,5,17,97.68,1.74,3.34,0.42,2.92,177.06,2.4,5.45,0.57,4.88,177.38
1998,5,18,97.72,5.62,7.78,3.63,4.14,279.25,7.62,9.87,5.51,4.36,278.81
1998,5,19,98.03,5.69,7.78,2.59,5.19,67.56,7.45,8.83,5.05,3.78,67.75
1998,5,20,97.9,3.3,5.12,2.2,2.91,143.62,4.45,5.66,3.4,2.27,143.62
1998,5,21,97.88,3.34,5.2,2.5,2.7,128.88,4.84,9.01,3.34,5.66,128.5
1998,5,22,97.94,4.45,5.66,3.18,2.48,23.94,6.44,8.05,4.7,3.35,24.12
1998,5,23,97.66,2.54,3.88,0.55,3.34,146.0,3.54,5.63,0.8,4.84,146.88
1998,5,24,97.62,5.15,7.5,0.47,7.03,144.19,6.77,9.18,0.76,8.42,145.06
1998,5,25,97.92,5.31,6.24,3.92,2.32,54.19,7.35,9.06,6.02,3.04,54.38
1998,5,26,97.81,4.39,7.51,2.62,4.89,165.12,6.15,8.77,3.85,4.91,179.75
1998,5,27,97.69,3.7,5.36,2.27,3.09,79.38,4.95,5.81,3.42,2.39,79.25
1998,5,28,97.86,5.55,7.93,2.25,5.68,138.44,7.55,9.33,3.35,5.98,138.56
1998,5,29,97.85,5.45,6.81,3.8,3.02,87.31,7.43,9.15,6.06,3.09,87.38
1998,5,30,97.75,6.35,8.73,3.78,4.96,11.25,8.73,9.87,7.54,2.33,11.62
1998,5,31,97.85,5.46,7.94,3.5,4.44,178.56,7.78,9.03,6.3,2.73,178.56
1998,6,1,97.96,4.99,6.04,3.17,2.87,127.44,7.02,9.25,5.69,3.56,142.0
1998,6,2,97.83,5.22,6.97,3.86,3.11,196.88,7.46,9.07,5.62,3.45,196.56
1998,6,3,97.77,4.7,6.14,3.41,2.73,166.94,6.91,8.09,5.78,2.31,166.69
1998,6,4,97.76,4.27,5.43,3.22,2.21,138.0,6.33,7.91,5.14,2.77,137.62
1998,6,5,97.82,3.84,5.14,3.1,2.03,146.56,5.66,7.53,3.94,3.6,160.62
1998,6,6,97.89,4.09,5.17,3.28,1.89,150.62,6.03,7.84,3.8,4.04,150.0
1998,6,7,97.84,3.83,4.71,2.99,1.71,150.56,5.39,6.77,4.19,2.58,150.12
1998,6,8,97.89,4.65,6.05,3.21,2.84,183.12,6.85,8.45,5.57,2.88,182.88
1998,6,9,97.88,4.79,6.54,3.44,3.1,112.56,7.05,8.72,4.58,4.14,112.38
1998,6,10,97.77,4.69,6.16,3.38,2.78,101.25,7.02,8.71,5.07,3.64,101.31
1998,6,11,97.64,3.86,5.2,2.92,2.28,133.62,5.75,7.97,3.85,4.11,133.81
1998,6,12,97.55,1.53,3.39,0.35,3.04,46.56,2.12,5.99,0.34,5.65,46.69
1998,6,13,97.42,3.1,5.28,1.19,4.09,232.88,4.42,8.43,1.59,6.84,232.75
1998,6,14,97.52,6.06,8.02,4.27,3.75,344.69,8.47,11.66,6.84,4.82,344.81
1998,6,15,97.78,6.07,7.77,4.05,3.73,251.38,8.14,9.45,6.93,2.52,221.75
1998,6,16,97.74,6.27,8.17,3.95,4.23,233.25,8.64,9.98,6.98,3.0,233.75
1998,6,17,97.65,5.13,6.28,3.64,2.64,317.19,7.41,9.5,5.63,3.87,302.5
1998,6,18,97.55,5.1,6.52,3.7,2.81,318.56,7.43,9.88,5.59,4.29,303.69
1998,6,19,97.58,5.4,7.87,3.22,4.66,348.56,7.8,8.77,6.52,2.25,333.5
1998,6,20,97.71,5.77,7.38,3.87,3.52,206.25,8.23,10.16,7.16,2.99,206.31
1998,6,21,97.9,5.97,7.58,4.09,3.49,167.12,8.31,10.58,6.9,3.69,167.12
1998,6,22,97.91,6.65,8.84,4.62,4.23,203.88,8.89,10.65,7.51,3.15,174.0
1998,6,23,97.76,5.36,6.71,3.73,2.98,262.5,7.58,8.93,6.73,2.2,262.69
1998,6,24,97.63,4.59,5.96,3.37,2.6,260.19,6.7,8.55,4.88,3.67,260.38
1998,6,25,97.67,4.33,6.12,3.52,2.61,302.62,6.4,8.45,4.39,4.05,287.81
1998,6,26,97.7,5.1,7.28,3.09,4.2,222.88,7.61,10.61,4.69,5.92,208.12
1998,6,27,97.64,6.13,8.37,3.99,4.37,164.44,8.79,11.71,5.06,6.65,164.75
1998,6,28,97.63,5.87,8.52,3.79,4.72,220.06,8.42,10.05,6.04,4.01,220.19
1998,6,29,97.51,4.38,6.47,2.82,3.65,211.88,6.31,8.45,4.62,3.84,211.69
1998,6,30,97.4,4.44,6.55,3.16,3.4,243.06,6.33,8.45,4.13,4.32,243.31
1998,7,1,97.32,4.5,6.43,3.01,3.42,271.19,6.66,8.74,4.63,4.1,271.12
1998,7,2,97.19,4.12,5.85,2.59,3.26,214.0,5.91,8.57,3.59,4.98,213.44
1998,7,3,97.17,3.66,5.28,2.59,2.7,341.88,5.03,6.13,3.07,3.06,341.5
1998,7,4,97.19,4.16,6.19,2.83,3.35,223.25,5.84,7.14,4.5,2.64,223.56
1998,7,5,97.13,2.63,4.21,1.23,2.98,311.12,3.44,4.66,1.67,2.98,311.25
1998,7,6,97.26,4.71,7.06,3.02,4.05,137.75,6.85,9.27,3.12,6.13,137.81
1998,7,7,97.41,5.48,7.34,3.8,3.54,167.0,7.69,8.4,6.91,1.5,136.75
1998,7,8,97.37,4.8,6.48,3.23,3.24,125.5,6.78,8.49,5.43,3.06,125.31
1998,7,9,97.34,3.4,5.41,2.59,2.81,152.38,4.73,6.33,2.79,3.54,151.88
1998,7,10,97.41,3.66,4.99,2.12,2.87,110.0,5.11,6.85,2.6,4.26,109.81
1998,7,11,97.51,5.11,6.88,3.52,3.36,98.38,7.33,10.44,5.33,5.11,98.38
1998,7,12,97.56,5.67,7.39,3.51,3.88,178.56,7.7,10.47,6.72,3.74,193.5
1998,7,13,97.45,4.87,6.3,3.43,2.86,209.38,6.94,8.77,6.09,2.66,209.31
1998,7,14,97.41,3.28,4.73,2.05,2.68,297.38,4.5,6.84,2.98,3.87,296.94
1998,7,15,97.45,3.48,5.45,2.48,2.96,332.69,4.88,6.73,3.06,3.67,332.25
1998,7,16,97.48,3.45,4.14,2.82,1.32,287.19,4.76,6.02,3.48,2.55,286.5
1998,7,17,97.38,4.34,6.12,3.02,3.11,262.38,6.27,7.49,4.0,3.49,261.94
1998,7,18,97.4,4.55,5.59,3.15,2.44,193.56,6.72,9.45,5.23,4.21,193.25
1998,7,19,97.54,5.41,7.12,3.52,3.6,190.69,7.5,9.47,6.68,2.79,190.44
1998,7,20,97.52,5.02,7.74,3.38,4.36,255.56,7.41,9.67,5.95,3.73,270.25
1998,7,21,97.34,5.38,8.67,3.25,5.42,343.81,7.84,9.77,6.2,3.57,343.75
1998,7,22,97.23,4.53,5.72,3.27,2.45,259.94,6.66,8.22,5.45,2.78,259.75
1998,7,23,97.27,3.52,5.11,2.57,2.54,191.12,4.91,7.75,3.73,4.02,190.69
1998,7,24,97.32,3.63,4.59,2.69,1.91,195.31,5.02,6.15,4.17,1.98,209.69
1998,7,25,97.32,3.83,5.14,2.52,2.62,245.81,5.3,6.85,3.82,3.03,260.5
1998,7,26,97.3,3.87,4.74,3.01,1.74,165.06,5.67,7.3,4.14,3.16,164.62
1998,7,27,97.22,4.33,6.06,2.88,3.19,164.38,6.2,8.04,4.73,3.31,164.0
1998,7,28,97.14,3.61,5.23,2.38,2.84,280.69,4.71,5.68,3.69,2.0,280.25
1998,7,29,97.08,2.83,3.81,1.95,1.87,219.94,3.81,4.91,2.64,2.27,219.62
1998,7,30,97.18,2.05,2.84,1.58,1.27,219.12,2.63,3.8,1.58,2.23,219.19
1998,7,31,97.26,2.88,4.2,1.94,2.27,130.56,3.9,5.7,1.94,3.77,130.94
1998,8,1,97.28,3.22,4.01,2.34,1.67,140.19,4.67,6.85,2.36,4.49,154.81
1998,8,2,97.42,3.91,5.01,3.08,1.93,165.56,5.9,8.52,3.12,5.4,165.25
1998,8,3,97.51,4.73,6.45,3.27,3.18,225.0,6.94,8.92,5.72,3.21,224.75
1998,8,4,97.38,4.73,6.59,3.09,3.49,233.44,7.03,8.78,4.91,3.88,233.12
1998,8,5,97.18,3.76,5.05,2.76,2.3,249.12,5.62,7.43,3.73,3.69,248.69
1998,8,6,97.21,3.13,3.94,2.13,1.81,181.0,4.44,6.9,3.16,3.73,180.31
1998,8,7,97.38,4.01,5.03,2.2,2.83,210.81,5.86,9.23,3.35,5.88,225.12
1998,8,8,97.33,4.2,6.38,2.89,3.49,292.38,6.18,10.27,4.49,5.77,292.75
1998,8,9,97.22,5.31,6.55,3.34,3.2,224.56,7.55,10.13,6.41,3.72,225.31
1998,8,10,97.38,4.45,5.53,3.15,2.38,178.0,6.65,10.05,4.24,5.81,178.0
1998,8,11,97.48,4.98,6.65,3.34,3.31,206.44,7.25,9.94,5.56,4.37,206.31
1998,8,12,97.33,4.83,6.84,3.19,3.65,222.0,7.1,8.44,6.09,2.35,221.81
1998,8,13,97.15,4.48,6.58,2.83,3.76,344.56,6.48,7.58,4.5,3.08,344.06
1998,8,14,97.26,4.4,5.76,3.22,2.55,342.44,6.47,7.55,5.1,2.45,342.12
1998,8,15,97.53,5.19,6.95,3.6,3.35,277.31,7.55,9.39,6.09,3.3,277.31
1998,8,16,97.46,5.52,7.59,3.48,4.1,262.69,7.88,9.2,6.59,2.61,232.81
1998,8,17,97.27,4.61,6.43,3.19,3.24,285.44,6.65,8.42,5.41,3.01,270.25
1998,8,18,97.25,4.91,6.49,3.53,2.96,218.19,7.37,9.04,5.81,3.23,218.44
1998,8,19,97.48,5.45,7.84,3.62,4.22,222.12,7.82,9.33,5.58,3.75,222.5
1998,8,20,97.53,5.69,7.38,4.2,3.19,223.75,8.05,9.38,7.02,2.37,224.0
1998,8,21,97.42,5.7,7.09,3.98,3.11,209.75,8.0,10.2,6.56,3.64,195.12
1998,8,22,97.37,6.01,7.75,4.34,3.41,254.5,8.39,9.84,6.3,3.55,224.88
1998,8,23,97.48,5.05,7.36,3.42,3.94,224.94,7.23,8.22,6.4,1.82,225.0
1998,8,24,97.56,5.5,7.63,3.59,4.04,196.0,7.88,9.16,6.52,2.63,181.06
1998,8,25,97.43,5.17,6.87,3.77,3.1,194.75,7.66,9.8,6.11,3.7,194.56
1998,8,26,97.31,5.22,7.35,3.6,3.75,247.88,7.63,9.09,5.96,3.13,232.88
1998,8,27,97.3,4.95,7.18,3.29,3.89,192.25,7.34,8.52,5.29,3.23,192.12
1998,8,28,97.4,4.54,5.95,3.41,2.54,126.81,6.77,8.52,5.22,3.3,126.62
1998,8,29,97.51,4.22,5.29,3.16,2.12,197.81,6.36,8.74,4.89,3.85,197.75
1998,8,30,97.48,5.35,6.67,4.04,2.64,137.0,7.67,9.35,6.28,3.07,122.31
1998,8,31,97.37,4.8,6.13,3.24,2.89,345.88,6.78,8.66,5.0,3.67,316.31
1998,9,1,97.4,5.03,6.77,2.8,3.97,247.88,7.18,9.62,4.12,5.5,248.5
1998,9,2,97.51,7.39,8.68,5.47,3.22,266.31,9.39,10.65,8.41,2.24,266.88
1998,9,3,97.7,6.63,8.09,4.84,3.24,338.88,8.55,9.62,7.1,2.52,324.19
1998,9,4,97.7,5.94,7.64,3.9,3.74,309.56,8.04,9.02,6.89,2.13,294.88
1998,9,5,97.7,5.23,6.88,3.55,3.33,123.12,7.57,8.38,6.62,1.75,123.25
1998,9,6,97.6,3.72,5.18,1.73,3.45,135.0,5.19,6.43,2.48,3.95,134.94
1998,9,7,97.35,2.39,3.95,0.88,3.07,305.81,3.07,4.6,1.18,3.42,305.94
1998,9,8,97.3,2.81,4.23,1.38,2.85,307.06,3.98,6.69,1.48,5.21,306.69
1998,9,9,97.41,3.14,4.2,2.02,2.17,279.12,4.58,7.23,3.19,4.04,278.5
1998,9,10,97.42,3.34,5.16,2.17,2.99,244.75,4.59,6.13,2.98,3.15,244.06
1998,9,11,97.32,3.5,4.76,2.41,2.35,207.69,4.97,6.13,2.93,3.21,207.12
1998,9,12,97.27,3.49,5.59,2.55,3.04,322.88,5.28,7.52,2.74,4.78,322.38
1998,9,13,97.47,3.34,4.59,2.52,2.06,138.12,5.21,7.8,2.95,4.84,137.5
1998,9,14,97.62,4.87,7.34,3.32,4.02,14.94,7.3,8.57,4.94,3.64,15.0
1998,9,15,97.47,5.13,8.02,3.32,4.7,12.88,7.74,9.43,5.05,4.38,13.38
1998,9,16,97.24,3.45,5.45,1.55,3.9,65.38,4.82,9.15,1.99,7.16,65.62
1998,9,17,97.5,5.84,8.47,3.35,5.12,93.75,7.8,9.91,4.91,5.01,93.88
1998,9,18,97.82,4.83,6.94,3.27,3.67,109.56,6.78,8.41,5.02,3.39,109.5
1998,9,19,97.98,4.35,5.86,3.27,2.59,110.25,6.48,7.66,5.4,2.27,124.94
1998,9,20,97.93,4.24,6.74,2.17,4.56,182.12,6.12,9.59,2.97,6.62,167.19
1998,9,21,97.91,6.05,6.87,4.59,2.27,183.5,8.34,10.05,7.08,2.97,183.62
1998,9,22,97.96,5.41,7.35,3.39,3.96,109.0,7.76,9.02,6.11,2.91,109.06
1998,9,23,97.97,5.43,7.02,3.96,3.05,86.44,7.74,9.09,6.7,2.39,86.5
1998,9,24,98.0,4.95,6.74,3.06,3.68,130.62,7.23,8.98,4.91,4.08,130.56
1998,9,25,98.08,5.48,7.52,3.52,3.99,85.0,7.71,9.04,6.66,2.39,85.19
1998,9,26,98.03,4.88,6.66,3.42,3.23,266.62,7.24,8.75,5.66,3.09,266.88
1998,9,27,98.04,5.64,7.24,3.84,3.41,222.06,7.91,8.97,6.99,1.97,222.31
1998,9,28,97.86,4.73,6.47,3.51,2.96,251.44,6.95,8.7,5.54,3.16,251.56
1998,9,29,97.76,3.65,4.81,2.74,2.07,332.06,5.27,6.84,4.2,2.64,332.0
1998,9,30,97.72,3.15,4.34,2.35,1.98,289.5,4.44,5.53,2.47,3.06,289.62
1998,10,1,97.76,3.46,4.9,2.49,2.41,190.38,5.02,6.77,2.62,4.16,175.69
1998,10,2,97.76,3.41,4.16,2.77,1.4,95.31,5.27,7.56,3.0,4.56,95.06
1998,10,3,97.76,3.42,4.3,2.57,1.74,119.25,4.92,6.54,3.35,3.19,118.81
1998,10,4,97.69,1.7,2.49,0.5,1.99,95.56,2.3,3.76,0.59,3.16,94.12
1998,10,5,97.86,3.52,5.09,1.75,3.35,12.81,5.14,9.61,2.45,7.16,13.06
1998,10,6,98.0,4.77,6.64,3.31,3.32,96.06,7.23,8.69,5.56,3.12,110.94
1998,10,7,97.89,4.9,6.17,3.8,2.38,253.56,7.43,8.66,5.72,2.94,253.75
1998,10,8,97.81,5.44,6.88,4.03,2.84,179.62,8.09,9.8,6.52,3.27,165.06
