YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,WD50M
2019,8,10,97.34,3.63,4.98,2.78,2.19,323.75,5.09,5.89,3.92,1.97,323.38
2019,8,11,97.26,2.41,3.37,0.96,2.4,250.75,3.63,6.11,1.0,5.11,248.44
2019,8,12,97.27,3.16,4.72,1.73,2.99,212.06,4.69,7.33,1.8,5.52,211.12
2019,8,13,97.33,4.19,6.86,1.34,5.52,192.31,6.11,8.92,1.45,7.46,191.56
2019,8,14,97.36,2.67,3.99,0.9,3.09,154.25,4.1,7.88,1.12,6.76,154.0
2019,8,15,97.4,2.87,4.09,1.83,2.27,312.88,4.17,7.32,2.58,4.74,312.25
2019,8,16,97.44,3.51,4.37,2.59,1.77,267.81,5.58,8.4,2.66,5.73,267.06
2019,8,17,97.49,4.81,5.98,3.61,2.37,136.62,6.85,8.23,5.85,2.38,136.44
2019,8,18,97.47,4.7,6.24,3.36,2.89,204.19,6.83,8.27,5.53,2.74,203.56
2019,8,19,97.61,3.75,4.38,2.53,1.84,175.0,5.49,7.93,4.04,3.89,174.0
2019,8,20,97.73,4.02,6.2,3.03,3.16,149.88,5.89,7.09,3.23,3.86,163.69
2019,8,21,97.7,4.8,8.2,2.81,5.38,214.69,6.84,9.29,3.92,5.36,214.12
2019,8,22,97.61,5.48,7.59,3.66,3.93,243.38,7.9,9.27,6.3,2.98,243.06
2019,8,23,97.55,6.03,9.0,3.57,5.43,311.56,8.48,10.13,6.38,3.77,296.5
2019,8,24,97.61,4.16,6.15,2.97,3.18,341.12,6.05,7.06,4.09,2.98,340.69
2019,8,25,97.63,3.43,4.12,2.75,1.38,231.88,5.02,6.53,3.78,2.75,231.44
2019,8,26,97.66,3.8,5.62,2.7,2.92,206.06,5.58,6.73,3.48,3.24,205.25
2019,8,27,97.69,4.67,7.19,3.09,4.1,346.75,6.95,8.32,4.23,4.09,346.31
2019,8,28,97.67,4.8,6.71,2.62,4.09,275.19,7.06,9.16,3.85,5.31,274.69
2019,8,29,97.69,4.88,6.91,3.1,3.8,225.31,7.25,8.82,4.56,4.26,239.81
2019,8,30,97.6,4.65,6.34,3.37,2.96,290.94,6.94,8.62,5.14,3.48,290.56
2019,8,31,97.46,4.23,5.12,3.21,1.91,297.56,6.39,8.34,4.78,3.56,297.25
2019,9,1,97.4,4.49,6.09,3.34,2.77,344.31,6.62,8.11,4.63,3.48,344.12
2019,9,2,97.52,3.83,4.83,3.06,1.77,274.88,5.69,7.34,4.44,2.9,274.56
2019,9,3,97.59,4.54,6.89,3.19,3.7,217.25,6.75,8.73,4.63,4.1,216.94
2019,9,4,97.52,5.26,7.88,2.88,4.99,323.5,7.67,9.09,5.03,4.05,323.5
2019,9,5,97.5,2.81,4.72,1.34,3.38,151.69,3.99,6.69,1.42,5.27,150.62
2019,9,6,97.63,3.67,6.61,1.72,4.89,254.81,5.23,8.38,2.45,5.94,254.75
2019,9,7,97.72,5.38,6.6,3.99,2.61,346.88,7.58,9.73,5.95,3.79,346.62
2019,9,8,97.72,5.96,8.62,3.6,5.02,286.88,8.25,9.79,5.34,4.46,286.56
2019,9,9,97.67,6.01,8.07,4.37,3.71,259.06,8.23,9.99,6.41,3.59,259.31
2019,9,10,97.67,4.55,6.34,2.82,3.52,274.88,6.6,8.75,4.85,3.9,274.56
2019,9,11,97.83,4.27,6.29,2.95,3.34,192.0,6.52,8.3,4.09,4.22,191.81
2019,9,12,97.91,6.12,8.66,3.8,4.86,151.25,8.71,10.63,6.65,3.98,151.44
2019,9,13,97.74,5.83,8.25,3.51,4.74,189.38,8.19,9.83,5.96,3.88,189.56
2019,9,14,97.7,5.09,7.24,3.32,3.91,259.25,7.41,8.84,5.25,3.59,258.94
2019,9,15,97.79,4.25,6.44,2.8,3.63,330.69,6.16,7.2,4.56,2.64,330.69
2019,9,16,97.83,3.79,4.9,2.76,2.14,234.88,5.66,7.13,4.34,2.8,234.5
2019,9,17,97.84,5.0,6.39,3.34,3.05,179.88,7.41,9.24,6.37,2.88,180.19
2019,9,18,97.87,5.34,7.45,3.47,3.98,191.19,7.55,9.26,6.07,3.19,191.19
2019,9,19,97.87,5.46,7.66,3.76,3.91,345.5,7.81,9.45,5.87,3.59,330.62
2019,9,20,97.85,6.39,7.62,4.66,2.95,342.69,8.71,9.54,7.98,1.55,342.75
2019,9,21,97.8,7.16,9.05,4.77,4.28,353.06,9.5,11.05,8.08,2.98,353.44
2019,9,22,97.84,6.87,8.94,4.4,4.54,282.38,9.09,10.27,7.73,2.54,282.75
2019,9,23,97.9,5.41,6.91,3.61,3.3,334.25,7.42,9.97,5.95,4.02,334.69
2019,9,24,97.84,5.95,7.36,4.06,3.3,249.56,8.43,9.59,7.55,2.03,234.81
2019,9,25,97.82,4.45,5.86,3.12,2.74,290.56,6.45,8.59,4.88,3.7,290.75
2019,9,26,97.81,3.47,4.63,2.53,2.09,348.0,4.88,6.12,3.37,2.76,348.06
2019,9,27,97.78,3.26,4.1,2.42,1.69,203.12,4.84,6.97,2.95,4.02,202.81
2019,9,28,97.87,4.17,5.35,3.25,2.1,264.75,6.39,7.84,4.91,2.92,264.5
2019,9,29,97.82,5.2,6.83,3.77,3.05,92.31,7.66,9.45,6.13,3.31,92.5
2019,9,30,97.76,5.76,8.14,3.99,4.14,294.69,8.21,9.28,6.27,3.02,294.94
2019,10,1,97.75,4.35,7.02,2.93,4.09,279.06,6.3,7.83,4.48,3.34,278.88
2019,10,2,97.86,2.58,4.24,0.43,3.81,153.38,3.41,4.84,0.51,4.34,152.69
2019,10,3,97.87,2.35,3.38,1.48,1.9,295.0,3.17,5.49,1.71,3.77,295.0
2019,10,4,97.77,2.55,3.55,0.94,2.61,292.5,3.89,6.66,0.94,5.72,291.56
2019,10,5,97.68,3.43,4.21,2.48,1.73,302.19,5.29,7.86,3.06,4.8,302.12
2019,10,6,97.72,4.57,6.29,3.5,2.79,152.94,7.04,8.43,4.55,3.88,153.19
2019,10,7,97.7,3.25,4.4,2.59,1.81,198.44,4.98,7.36,2.66,4.7,198.12
2019,10,8,97.86,2.52,4.05,1.73,2.33,229.06,3.84,8.11,1.78,6.33,227.88
2019,10,9,98.05,4.38,5.76,3.07,2.68,23.06,6.8,9.97,4.05,5.93,23.31
2019,10,10,98.0,4.43,6.1,3.23,2.87,58.19,6.88,9.09,3.59,5.5,58.5
2019,10,11,97.92,4.41,5.97,2.91,3.06,13.25,6.84,8.94,3.45,5.48,13.62
2019,10,12,97.83,5.51,7.2,4.09,3.11,14.69,8.26,11.73,6.45,5.28,15.38
2019,10,13,97.92,5.62,7.64,4.22,3.42,19.81,8.45,9.8,5.58,4.23,20.06
2019,10,14,98.05,4.38,5.54,3.45,2.09,178.75,6.74,8.23,5.38,2.85,178.81
2019,10,15,98.04,4.66,5.98,3.64,2.34,220.62,7.2,9.09,4.91,4.2,220.69
2019,10,16,98.08,5.08,7.27,3.73,3.54,81.38,7.75,8.77,5.23,3.52,81.44
2019,10,17,98.11,5.01,7.4,2.96,4.44,23.75,7.73,9.91,3.44,6.47,24.12
2019,10,18,98.03,5.3,7.3,3.76,3.54,20.62,8.01,9.98,5.04,4.95,21.12
2019,10,19,98.05,4.27,5.56,2.99,2.57,25.81,6.76,9.4,4.52,4.88,26.38
2019,10,20,98.1,3.17,4.16,2.27,1.9,38.25,4.81,7.86,2.65,5.2,38.38
2019,10,21,97.91,3.22,5.76,0.78,4.98,252.75,4.75,8.8,1.04,7.77,252.62
2019,10,22,97.68,4.98,6.73,3.77,2.95,312.56,7.18,7.73,5.8,1.93,312.56
2019,10,23,97.76,4.66,7.08,3.14,3.94,328.06,6.98,8.52,5.03,3.5,327.94
2019,10,24,97.9,3.75,4.84,2.95,1.88,312.94,5.73,7.24,4.25,2.99,313.19
2019,10,25,97.95,4.27,7.03,2.38,4.64,306.38,6.27,7.84,3.88,3.95,306.38
2019,10,26,98.06,4.88,7.66,2.6,5.05,323.19,6.91,8.81,4.35,4.45,323.38
2019,10,27,98.0,4.54,6.14,3.34,2.8,293.81,6.84,8.57,5.23,3.34,294.19
2019,10,28,97.92,3.7,5.05,2.8,2.27,341.06,5.44,7.8,3.79,4.02,341.25
2019,10,29,98.1,3.5,4.95,2.21,2.73,282.0,5.29,7.52,2.7,4.81,266.94
2019,10,30,98.23,4.53,6.49,3.1,3.39,193.25,7.03,8.41,4.34,4.07,193.56
2019,10,31,98.2,4.88,6.66,3.81,2.85,309.25,7.48,8.92,4.98,3.94,309.62
2019,11,1,98.09,3.97,5.02,3.12,1.9,195.56,6.15,8.48,3.62,4.85,180.94
2019,11,2,97.98,2.55,3.93,0.52,3.41,177.75,4.14,7.14,0.62,6.51,177.44
2019,11,3,98.21,4.09,5.4,3.17,2.23,305.62,6.37,8.19,4.41,3.78,305.94
2019,11,4,98.29,3.2,4.12,2.28,1.85,327.5,5.15,8.15,2.5,5.65,327.75
2019,11,5,98.13,3.78,5.05,3.27,1.77,338.0,5.89,7.08,4.23,2.85,338.19
2019,11,6,97.97,3.55,4.41,3.03,1.38,310.31,5.35,6.43,3.98,2.45,295.25
2019,11,7,97.88,3.33,4.82,2.55,2.27,318.69,4.94,6.2,2.76,3.45,318.62
2019,11,8,97.99,3.34,4.73,2.73,2.0,330.94,4.88,5.77,3.34,2.44,331.19
2019,11,9,98.1,4.19,6.38,2.62,3.76,222.5,6.48,9.39,3.48,5.91,207.94
2019,11,10,98.0,4.55,6.0,3.24,2.76,220.06,7.05,8.84,5.35,3.48,220.38
2019,11,11,97.84,4.48,5.52,3.08,2.44,134.81,6.77,8.95,5.59,3.35,135.38
2019,11,12,97.65,2.23,3.33,1.24,2.09,121.88,3.16,6.42,1.8,4.62,122.0
2019,11,13,97.63,2.21,3.08,0.98,2.1,188.31,3.14,5.07,1.37,3.7,188.0
2019,11,14,97.91,5.09,7.62,1.79,5.84,293.25,7.34,9.08,2.55,6.52,293.38
2019,11,15,98.27,4.92,6.1,3.83,2.28,312.12,7.34,8.95,5.15,3.8,312.5
2019,11,16,98.11,4.84,6.55,3.28,3.27,180.56,7.28,8.78,5.37,3.41,180.94
2019,11,17,97.94,3.46,5.17,2.3,2.88,207.38,5.25,8.94,3.38,5.55,192.81
2019,11,18,98.03,2.45,3.09,1.03,2.05,327.06,3.58,4.62,1.02,3.59,327.75
2019,11,19,98.15,2.3,3.37,0.96,2.41,260.12,3.48,6.05,0.97,5.07,261.19
2019,11,20,98.19,3.34,3.96,2.7,1.27,194.12,5.23,7.63,2.88,4.76,194.44
2019,11,21,98.15,2.24,3.52,0.32,3.2,221.38,3.43,6.26,0.39,5.87,222.56
2019,11,22,98.16,2.83,4.5,1.73,2.77,254.62,4.0,5.82,2.26,3.56,254.81
2019,11,23,98.27,2.95,4.05,1.77,2.28,97.56,4.18,5.15,1.95,3.2,97.38
2019,11,24,98.2,1.73,3.39,0.4,2.99,114.94,2.51,5.8,0.46,5.34,113.31
2019,11,25,97.93,5.48,9.09,3.61,5.48,204.62,8.27,10.41,6.42,3.98,205.06
2019,11,26,97.91,4.02,5.13,2.9,2.23,261.56,6.31,8.21,4.63,3.58,261.44
2019,11,27,98.14,4.16,7.1,2.04,5.05,312.62,6.33,8.01,3.26,4.74,312.69
2019,11,28,98.37,3.33,4.15,2.75,1.4,333.38,5.02,6.88,3.73,3.14,333.56
2019,11,29,98.44,3.42,4.75,2.7,2.05,307.06,5.41,6.56,3.14,3.42,307.5
2019,11,30,98.32,4.2,6.23,3.29,2.94,218.88,6.56,7.52,4.27,3.25,189.19
2019,12,1,98.27,4.61,6.38,3.71,2.66,345.38,7.29,8.05,5.44,2.61,345.75
2019,12,2,98.42,4.04,5.55,3.12,2.44,162.81,6.33,7.88,4.37,3.51,163.12
2019,12,3,98.42,3.95,5.27,3.14,2.13,198.38,6.31,7.96,3.74,4.22,198.56
2019,12,4,98.36,4.2,6.23,3.29,2.94,181.0,6.42,7.41,4.61,2.8,181.31
2019,12,5,98.41,4.32,6.25,3.38,2.87,96.31,6.81,8.62,4.45,4.17,96.75
2019,12,6,98.6,5.3,7.24,3.75,3.49,166.5,8.09,8.71,7.2,1.51,166.62
2019,12,7,98.59,4.78,6.77,3.19,3.59,245.31,7.41,8.96,5.55,3.41,230.38
2019,12,8,98.42,3.89,5.44,3.09,2.34,324.38,6.12,7.25,3.66,3.59,324.56
2019,12,9,98.23,3.18,4.2,1.49,2.7,281.06,4.79,6.7,2.16,4.53,281.12
2019,12,10,97.99,3.63,6.51,0.23,6.27,198.69,5.12,7.41,0.31,7.1,198.94
2019,12,11,97.98,2.55,3.88,0.9,2.98,276.12,3.81,6.91,1.2,5.71,276.12
2019,12,12,97.91,5.7,10.83,1.67,9.16,266.31,8.27,12.53,2.37,10.16,266.38
2019,12,13,98.2,3.37,4.59,1.98,2.61,272.44,5.09,7.83,2.88,4.95,272.69
2019,12,14,98.2,4.58,7.09,2.74,4.34,231.62,6.93,9.12,4.34,4.79,231.69
2019,12,15,98.16,6.18,9.22,3.66,5.55,271.88,9.25,10.56,7.3,3.25,272.25
2019,12,16,98.53,4.28,6.14,3.18,2.97,143.25,6.82,8.54,4.34,4.2,128.69
2019,12,17,98.84,4.45,6.09,3.12,2.98,26.44,6.84,7.85,5.59,2.27,27.0
2019,12,18,98.97,3.47,4.27,2.16,2.11,83.62,5.7,8.46,3.02,5.44,84.25
2019,12,19,98.91,3.01,4.05,1.5,2.55,55.19,4.74,7.97,1.59,6.39,55.56
2019,12,20,98.69,2.47,3.53,1.21,2.33,31.5,3.77,6.45,1.23,5.22,32.06
2019,12,21,98.56,3.2,3.67,2.61,1.06,347.25,4.81,6.27,2.89,3.39,347.44
2019,12,22,98.45,3.03,4.24,1.66,2.59,298.19,4.36,5.71,2.32,3.38,298.56
2019,12,23,98.2,2.68,4.02,1.34,2.7,262.19,3.7,5.7,1.93,3.77,262.25
2019,12,24,98.12,4.88,7.08,3.61,3.46,275.75,7.62,9.16,5.05,4.11,276.0
2019,12,25,98.34,5.75,8.34,4.02,4.32,282.44,8.7,9.51,6.74,2.77,282.88
2019,12,26,98.33,5.12,7.24,3.55,3.69,272.31,7.84,8.84,6.79,2.05,272.75
2019,12,27,98.38,4.59,6.75,3.32,3.43,309.25,7.04,7.73,5.88,1.84,309.44
2019,12,28,98.32,2.88,3.83,2.17,1.66,283.69,4.18,5.58,2.34,3.24,284.0
2019,12,29,98.12,3.22,4.25,2.54,1.71,245.31,4.54,6.24,3.43,2.8,245.56
2019,12,30,98.37,4.44,6.55,3.38,3.17,284.5,6.72,7.79,5.45,2.34,284.5
2019,12,31,98.64,3.12,3.98,2.45,1.53,161.81,4.62,5.55,3.04,2.52,161.88
2020,1,1,98.35,3.43,4.85,2.55,2.3,302.5,5.2,6.77,3.95,2.82,287.75
2020,1,2,98.39,4.4,7.15,3.37,3.77,303.81,6.88,8.23,4.95,3.27,304.0
2020,1,3,98.69,5.05,7.54,3.59,3.95,292.06,7.77,8.64,5.55,3.09,292.38
2020,1,4,98.68,5.19,7.5,3.65,3.85,289.12,7.84,8.67,6.62,2.05,289.62
2020,1,5,98.54,3.83,5.32,2.55,2.77,284.12,5.75,7.98,3.91,4.06,284.56
2020,1,6,98.29,4.56,7.14,3.3,3.84,238.94,6.92,8.2,5.14,3.05,239.06
2020,1,7,98.38,5.33,8.65,3.5,5.15,272.19,8.14,9.9,6.84,3.05,272.25
2020,1,8,98.54,4.48,6.43,3.39,3.04,291.88,6.92,7.69,5.64,2.05,292.25
2020,1,9,98.51,5.58,7.52,3.52,4.0,293.38,8.33,10.51,6.48,4.03,293.94
2020,1,10,98.57,5.95,8.02,4.14,3.88,312.5,8.32,9.43,6.91,2.52,313.44
2020,1,11,98.89,2.85,4.59,1.67,2.93,168.19,4.1,8.06,2.08,5.98,153.75
2020,1,12,98.88,1.98,2.93,0.34,2.59,196.5,2.88,4.45,0.38,4.08,196.19
2020,1,13,98.67,2.87,3.8,1.85,1.95,32.31,4.36,7.63,2.26,5.38,32.38
2020,1,14,98.5,2.56,3.18,1.65,1.54,65.62,3.98,6.19,1.74,4.44,66.69
2020,1,15,98.14,3.91,6.46,1.88,4.59,167.88,5.59,9.8,2.77,7.05,168.25
2020,1,16,98.12,5.33,7.11,3.59,3.52,286.62,7.77,8.99,6.33,2.66,286.81
2020,1,17,98.35,5.51,7.74,4.1,3.65,298.25,8.09,8.87,6.62,2.25,298.69
2020,1,18,98.6,5.54,7.87,3.85,4.02,303.38,8.2,8.96,6.59,2.38,303.75
2020,1,19,98.74,4.66,6.49,3.5,2.99,305.25,7.16,7.69,6.35,1.34,305.69
2020,1,20,99.04,4.44,6.13,3.16,2.98,343.19,6.92,9.24,4.91,4.34,343.5
2020,1,21,98.98,6.32,8.62,4.18,4.44,345.81,9.04,10.19,6.73,3.47,346.31
2020,1,22,98.9,5.25,7.12,3.85,3.27,340.56,7.95,8.8,5.27,3.54,341.0
2020,1,23,98.91,3.77,5.5,3.03,2.47,330.62,5.95,7.17,3.53,3.65,330.88
2020,1,24,98.94,4.91,7.0,3.63,3.37,321.44,7.62,8.95,5.62,3.34,321.88
2020,1,25,99.26,4.43,6.29,3.29,3.0,58.12,6.8,8.91,4.3,4.62,58.5
2020,1,26,99.16,3.32,4.78,2.02,2.76,107.81,5.16,7.41,2.6,4.8,108.25
2020,1,27,98.73,1.98,3.57,0.55,3.02,198.31,2.95,6.46,0.48,5.98,184.44
2020,1,28,98.5,3.96,6.04,2.52,3.53,327.69,6.04,8.54,3.79,4.76,327.81
2020,1,29,98.76,3.72,4.28,2.87,1.41,338.5,5.86,7.86,3.59,4.27,338.69
2020,1,30,98.72,3.52,4.55,2.85,1.71,332.44,5.6,7.54,3.02,4.52,332.5
2020,1,31,98.59,4.66,6.51,3.68,2.83,333.12,7.38,8.66,4.92,3.74,333.38
2020,2,1,98.67,3.61,4.71,3.01,1.7,224.19,5.58,8.41,3.34,5.07,224.31
2020,2,2,98.66,3.01,4.03,1.02,3.02,54.88,4.64,7.34,1.23,6.11,55.19
2020,2,3,98.6,4.16,5.88,3.11,2.77,305.31,6.38,8.16,4.16,4.0,305.5
2020,2,4,98.48,3.98,5.55,2.49,3.06,344.19,5.95,7.98,3.78,4.2,344.38
2020,2,5,98.13,3.05,4.79,1.75,3.05,249.75,4.23,6.62,2.46,4.16,249.75
2020,2,6,98.15,4.62,6.08,3.18,2.9,256.31,7.17,9.66,5.43,4.23,256.19
2020,2,7,98.54,5.41,9.38,2.88,6.5,310.56,8.01,10.74,4.38,6.36,310.62
2020,2,8,98.98,5.17,7.55,3.26,4.3,317.94,7.74,8.55,6.12,2.43,318.38
2020,2,9,99.14,5.22,8.0,3.06,4.94,340.19,7.55,10.08,4.39,5.68,340.38
2020,2,10,99.18,6.12,8.14,4.12,4.02,347.19,8.75,10.28,6.79,3.48,347.62
2020,2,11,98.95,3.83,5.83,2.2,3.62,279.44,5.4,9.16,3.22,5.95,279.75
2020,2,12,98.81,2.06,2.98,1.11,1.88,285.5,2.88,4.8,1.32,3.49,285.5
2020,2,13,98.66,1.53,2.82,0.76,2.07,138.0,2.09,4.34,0.75,3.59,138.0
2020,2,14,98.36,2.65,3.9,0.95,2.95,147.19,4.02,7.3,1.17,6.13,147.5
2020,2,15,98.08,3.84,5.2,3.01,2.19,319.62,6.16,8.64,3.55,5.08,319.75
2020,2,16,98.17,5.64,8.18,3.75,4.43,324.31,8.44,9.27,7.13,2.13,324.5
2020,2,17,98.21,4.24,5.09,3.09,1.99,338.94,6.49,8.59,5.01,3.58,339.38
2020,2,18,98.24,5.24,6.36,4.01,2.35,327.12,7.17,8.73,5.67,3.06,327.31
2020,2,19,98.44,5.57,8.46,3.54,4.91,315.38,8.19,9.66,6.94,2.72,315.69
2020,2,20,98.56,2.59,3.66,1.55,2.11,323.0,3.97,7.41,1.65,5.77,323.06
2020,2,21,98.32,4.23,6.84,2.74,4.09,294.56,6.23,8.65,3.73,4.91,294.81
2020,2,22,98.41,3.8,5.55,3.05,2.5,310.12,5.95,7.58,3.46,4.12,310.19
2020,2,23,98.34,4.2,6.87,2.81,4.05,301.81,6.25,7.91,3.79,4.12,302.12
2020,2,24,98.18,5.62,7.54,3.52,4.02,291.44,7.47,8.77,6.83,1.94,292.0
2020,2,25,98.5,4.78,6.4,2.4,4.0,310.5,6.14,7.55,3.65,3.9,311.19
2020,2,26,98.56,1.39,2.59,0.84,1.76,272.69,1.76,3.2,1.11,2.09,272.88
2020,2,27,98.39,1.59,2.62,0.53,2.09,157.31,2.16,3.99,0.55,3.44,156.88
2020,2,28,98.18,3.11,5.59,0.63,4.96,245.56,4.75,8.62,0.83,7.8,245.94
2020,2,29,98.3,4.96,7.77,3.55,4.22,328.81,7.55,9.01,4.99,4.02,328.88
2020,3,1,98.49,4.23,5.42,3.12,2.31,314.0,6.45,8.38,4.7,3.69,329.06
2020,3,2,98.52,3.45,4.4,2.23,2.17,179.94,5.34,7.43,2.38,5.05,180.25
2020,3,3,98.34,2.23,3.07,1.29,1.78,163.75,3.05,5.22,1.28,3.94,163.88
2020,3,4,97.99,2.13,3.87,0.29,3.58,234.94,2.7,5.02,0.36,4.65,235.0
2020,3,5,97.77,5.47,6.97,3.85,3.12,244.81,8.34,10.1,5.39,4.71,244.75
2020,3,6,98.09,6.09,8.34,3.43,4.91,305.12,8.53,9.73,6.9,2.84,305.38
2020,3,7,98.31,3.15,3.84,2.51,1.34,119.88,4.8,6.67,3.02,3.66,120.0
2020,3,8,98.16,2.23,3.36,0.78,2.58,103.38,3.12,6.09,1.04,5.05,103.38
2020,3,9,97.85,4.65,7.31,1.79,5.52,228.56,6.42,10.25,2.48,7.76,228.75
2020,3,10,97.93,4.8,6.89,3.09,3.8,179.5,6.84,8.01,4.97,3.04,179.88
2020,3,11,97.46,3.15,4.47,1.19,3.28,85.38,5.01,7.3,1.45,5.85,86.44
2020,3,12,97.0,8.2,15.34,2.92,12.41,177.25,10.19,18.01,4.92,13.09,178.19
2020,3,13,97.53,10.05,13.38,5.97,7.41,270.12,12.74,15.72,9.02,6.7,271.12
2020,3,14,98.07,6.01,8.55,3.11,5.45,302.62,8.22,9.74,6.09,3.65,303.19
2020,3,15,98.14,2.47,3.2,1.46,1.74,285.31,3.81,5.82,1.51,4.31,285.38
2020,3,16,98.01,2.92,4.32,1.02,3.3,221.25,4.62,8.08,1.02,7.06,220.75
2020,3,17,98.13,5.66,8.6,3.2,5.4,338.12,7.79,10.1,4.87,5.23,337.94
2020,3,18,98.41,5.0,7.27,3.34,3.94,336.88,7.2,8.24,5.91,2.33,337.19
2020,3,19,98.39,3.78,5.34,2.95,2.38,335.81,5.84,7.55,4.06,3.48,335.56
2020,3,20,98.19,4.08,6.35,2.37,3.98,218.69,6.12,8.16,2.59,5.57,217.75
2020,3,21,98.12,4.13,6.5,2.66,3.84,135.88,5.97,7.18,3.88,3.31,150.19
2020,3,22,98.1,3.04,4.22,1.86,2.36,109.88,4.44,8.46,2.09,6.37,110.44
2020,3,23,97.73,4.4,6.72,2.93,3.79,223.75,7.1,9.63,3.73,5.91,224.56
2020,3,24,97.62,3.74,6.09,1.97,4.12,313.19,5.73,9.02,2.38,6.64,312.44
2020,3,25,97.65,4.47,6.53,2.96,3.57,93.38,6.55,9.32,3.97,5.35,93.38
2020,3,26,97.11,5.49,8.82,3.26,5.56,162.94,8.2,10.7,5.56,5.14,163.56
2020,3,27,97.47,7.47,9.73,5.89,3.84,310.38,9.87,11.37,7.77,3.59,310.75
2020,3,28,98.19,5.8,6.7,4.6,2.09,299.5,7.77,9.43,6.16,3.27,284.56
2020,3,29,98.2,3.2,5.48,1.8,3.67,77.19,4.55,8.06,2.57,5.49,77.5
2020,3,30,97.76,3.88,5.16,2.13,3.02,171.94,5.54,9.21,3.15,6.06,172.38
2020,3,31,97.71,6.64,8.62,4.31,4.32,262.25,9.57,11.56,8.19,3.38,262.19
2020,4,1,98.09,4.25,5.32,3.28,2.04,321.38,6.34,8.1,4.55,3.55,320.94
2020,4,2,98.07,3.45,4.71,2.09,2.62,173.69,5.05,6.48,2.62,3.87,187.88
2020,4,3,98.01,2.8,4.63,0.42,4.2,70.44,4.23,7.16,0.32,6.84,84.44
2020,4,4,97.74,4.62,5.8,3.41,2.38,143.69,7.34,10.7,4.66,6.04,144.19
2020,4,5,97.82,4.94,6.35,4.01,2.34,297.38,7.5,10.64,4.75,5.9,296.94
2020,4,6,98.06,4.52,5.3,3.84,1.46,291.75,6.58,8.67,4.5,4.17,291.69
2020,4,7,98.07,5.41,7.29,3.95,3.35,206.06,7.5,8.31,6.25,2.06,205.81
2020,4,8,98.04,4.16,5.61,3.25,2.35,214.25,6.22,7.98,4.45,3.52,213.38
2020,4,9,98.01,4.79,8.25,2.91,5.34,270.06,6.75,9.45,3.66,5.79,269.5
2020,4,10,98.17,4.88,7.09,3.18,3.91,322.75,6.97,8.25,5.61,2.64,322.5
2020,4,11,98.23,3.79,5.12,2.84,2.28,319.19,5.69,7.99,3.53,4.46,319.38
2020,4,12,98.3,3.91,5.47,2.93,2.54,266.12,6.1,8.34,3.38,4.97,266.25
2020,4,13,98.24,4.3,6.7,3.05,3.65,200.38,6.62,9.04,4.02,5.03,214.94
2020,4,14,98.23,4.38,6.27,3.18,3.08,275.88,6.55,8.61,3.71,4.9,275.94
2020,4,15,98.25,3.14,4.6,1.92,2.69,220.75,4.44,6.75,2.33,4.42,221.0
2020,4,16,97.92,5.0,9.15,2.08,7.08,313.12,6.47,10.84,3.03,7.8,313.31
2020,4,17,97.95,5.6,6.88,4.28,2.6,290.69,7.61,8.76,6.1,2.66,291.0
2020,4,18,97.95,4.09,4.63,3.16,1.47,248.81,6.23,8.45,4.45,4.01,234.06
2020,4,19,97.83,5.89,7.16,4.05,3.1,346.88,8.3,9.85,7.26,2.59,332.38
2020,4,20,97.76,4.73,6.91,2.99,3.92,244.94,6.63,10.01,5.08,4.94,230.25
2020,4,21,97.65,2.06,3.38,1.06,2.32,176.5,2.95,6.23,1.16,5.07,176.44
2020,4,22,97.6,4.77,7.08,2.16,4.92,263.38,6.83,9.65,3.09,6.56,263.19
2020,4,23,97.77,2.9,4.29,0.96,3.32,114.19,4.45,7.77,1.17,6.59,113.56
2020,4,24,97.45,8.05,11.52,4.31,7.2,251.62,10.91,13.42,8.29,5.13,251.62
2020,4,25,97.81,5.55,7.79,3.36,4.43,235.62,7.46,8.97,5.53,3.45,235.12
2020,4,26,97.94,2.73,3.71,1.91,1.8,199.44,4.05,6.41,2.03,4.38,198.12
2020,4,27,97.59,3.61,5.35,2.26,3.09,152.38,5.48,9.02,2.62,6.39,153.94
2020,4,28,97.54,6.73,9.47,1.4,8.07,216.31,8.98,11.2,2.81,8.38,216.19
2020,4,29,98.02,5.45,7.77,3.02,4.75,260.19,7.66,8.86,5.19,3.68,230.0
2020,4,30,98.0,4.34,6.87,2.55,4.32,153.56,6.35,7.92,2.94,4.99,153.38
2020,5,1,97.84,2.05,3.48,0.17,3.3,80.06,2.82,4.96,0.09,4.87,96.0
2020,5,2,97.6,4.02,6.99,2.02,4.98,184.25,5.96,8.63,2.41,6.23,185.06
2020,5,3,97.66,4.64,6.45,3.27,3.17,337.69,6.53,9.14,3.94,5.2,337.5
2020,5,4,97.72,4.98,7.12,3.15,3.98,309.25,7.21,9.09,4.28,4.8,309.19
2020,5,5,97.92,6.55,8.95,4.52,4.43,299.12,8.91,10.45,6.84,3.61,314.19
2020,5,6,98.16,4.48,6.23,2.7,3.54,208.69,6.45,9.25,4.86,4.39,208.44
2020,5,7,97.96,3.82,4.84,2.93,1.91,209.94,5.77,8.09,3.24,4.84,195.19
